Story Name,Sentence ID,Sentence,Annotator 1,Annotator 2,Annotator 3
শেয়াল-দেবতা রহস্য,150,‘হ্যাঁ।,Dialogue,Dialogue,Narration / Observation
শেয়াল-দেবতা রহস্য,151,একজন সিন্ধি ভদ্রলোক।,Character Introduction,Character Introduction,Character Introduction
শেয়াল-দেবতা রহস্য,152,যদ্দূর জানি এখনও সে চোর ধরা পড়েনি।’,Backstory / Exposition,Backstory / Exposition,Backstory / Exposition
শেয়াল-দেবতা রহস্য,153,আমরা ঘর থেকে বেরিয়ে বাইরে ল্যান্ডিং-এ এলাম।,Travel / Movement,Travel / Movement,Travel / Movement
শেয়াল-দেবতা রহস্য,154,"ফেলুদা বলল, ‘আপনার সঙ্গে রসিকতা করতে পারে এমন কারুর কথা মনে পড়ছে?’",Investigation Action,Investigation Action,Dialogue
শেয়াল-দেবতা রহস্য,155,"ভদ্রলোক মাথা নেড়ে বললেন, ‘কেউ না।",Dialogue,Dialogue,Dialogue
শেয়াল-দেবতা রহস্য,156,পুরনো বন্ধুদের সঙ্গে অনেকদিন ছাড়াছাড়ি হয়ে গেছে।’,Backstory / Exposition,Backstory / Exposition,Backstory / Exposition
শেয়াল-দেবতা রহস্য,157,‘আর শত্রু?’,Dialogue,Dialogue,Narration / Observation
শেয়াল-দেবতা রহস্য,158,"ভদ্রলোক কয়েক মুহূর্ত চুপ থেকে বললেন, ‘ধনুর তো শত্রু সব সময়ই থাকে, তবে তারা তো কেউ আর শত্রু বলে নিজেদের পরিচয় দেয় না।",Dialogue,Dialogue,Dialogue
শেয়াল-দেবতা রহস্য,159,সামনা-সামনি দেখা হলে সকলেই খাতির করে কথা বলে।’,Dialogue,Dialogue,Narration / Observation
শেয়াল-দেবতা রহস্য,160,‘আপনি মূর্তিটা তো নীলামে কিনেছিলেন বললেন।’,Dialogue,Dialogue,Dialogue
শেয়াল-দেবতা রহস্য,161,‘হ্যাঁ।,Dialogue,Dialogue,Narration / Observation
শেয়াল-দেবতা রহস্য,162,অ্যারাটুন ব্রাদার্সের নীলামে।’,Dialogue,Dialogue,Narration / Observation
শেয়াল-দেবতা রহস্য,163,‘ওটার ওপর আর কারও লোভ ছিল না?’,Dialogue,Dialogue,Narration / Observation
শেয়াল-দেবতা রহস্য,164,কথাটা শুনে ভদ্রলোক হঠাৎ যেন বেশ একটু উত্তেজিত হয়ে হাত কচলাতে শুরু করলেন।,Emotional Reaction,Emotional Reaction,Emotional Reaction
শেয়াল-দেবতা রহস্য,165,"তারপর বললেন, ‘আপনি কথাটা জিজ্ঞেস করে আমার ভাবনার একটা নতুন দিক খুলে দিলেন।",Dialogue,Dialogue,Dialogue
শেয়াল-দেবতা রহস্য,166,আমার সঙ্গে একটি ভদ্রলোকের অনেকবার নীলামে ঠোকাঠুকি হয়েছে—সেদিনও হয়েছিল।’,Backstory / Exposition,Backstory / Exposition,Backstory / Exposition
শেয়াল-দেবতা রহস্য,167,‘তিনি কে?’,Dialogue,Dialogue,Narration / Observation
শেয়াল-দেবতা রহস্য,168,‘প্রতুল দত্ত।’,Dialogue,Dialogue,Narration / Observation
শেয়াল-দেবতা রহস্য,169,‘কী করেন?’,Dialogue,Dialogue,Narration / Observation
শেয়াল-দেবতা রহস্য,170,‘বোধহয় উকিল ছিলেন।,Dialogue,Dialogue,Narration / Observation
শেয়াল-দেবতা রহস্য,171,রিটায়ার করেছেন।,Backstory / Exposition,Backstory / Exposition,Backstory / Exposition
শেয়াল-দেবতা রহস্য,172,সেদিন ওর আর আমার মধ্যে শেষ অবধি রেষারেষি চলে।,Backstory / Exposition,Backstory / Exposition,Backstory / Exposition
শেয়াল-দেবতা রহস্য,173,তারপর আমি বারো হাজার বলার পর উনি থেমে যান।,Backstory / Exposition,Backstory / Exposition,Backstory / Exposition
শেয়াল-দেবতা রহস্য,174,"মনে আছে, নীলামের পর আমি যখন বাইরে এসে গাড়িতে উঠছি, তখন হঠাৎ ওর সঙ্গে একবার চোখাচুখি হয়ে পড়ে।",Suspense / Tension,Suspense / Tension,Suspense / Tension
শেয়াল-দেবতা রহস্য,175,ওর চোখের চাহনিটা মোটেই ভাল লাগেনি।’,Emotional Reaction,Emotional Reaction,Emotional Reaction
শেয়াল-দেবতা রহস্য,176,‘আই সি।’,Dialogue,Dialogue,Narration / Observation
শেয়াল-দেবতা রহস্য,177,আমরা নীলমণিবাবুর বাড়ি থেকে বেরোলাম।,Travel / Movement,Travel / Movement,Travel / Movement
শেয়াল-দেবতা রহস্য,178,"গেটের দিকে হাঁটতে হাঁটতে ফেলুদা প্রশ্ন করল, ‘এ বাড়িতে কি আপনারা অনেকে থাকেন?’",Dialogue,Dialogue,Dialogue
শেয়াল-দেবতা রহস্য,179,"নীলমণিবাবু হেসে বললেন, ‘কী বলছেন মশাই?",Dialogue,Dialogue,Dialogue
